"go_id","name_1006","namespace_1003"
"8527","GO:0045191","regulation of isotype switching","biological_process"
"8529","GO:0045198","establishment of epithelial cell apical/basal polarity","biological_process"
"8530","GO:0045199","maintenance of epithelial cell apical/basal polarity","biological_process"
"8531","GO:0045200","establishment of neuroblast polarity","biological_process"
"8532","GO:0045202","synapse","cellular_component"
"8533","GO:0045204","MAPK export from nucleus","biological_process"
"8534","GO:0045210","FasL biosynthetic process","biological_process"
"8535","GO:0045211","postsynaptic membrane","cellular_component"
"8536","GO:0045212","neurotransmitter receptor biosynthetic process","biological_process"
"8537","GO:0045213","neurotransmitter receptor metabolic process","biological_process"
"8538","GO:0045214","sarcomere organization","biological_process"
"8539","GO:0045216","cell-cell junction organization","biological_process"
"8540","GO:0045217","cell-cell junction maintenance","biological_process"
"8541","GO:0045218","zonula adherens maintenance","biological_process"
"8542","GO:0045221","negative regulation of FasL biosynthetic process","biological_process"
"8543","GO:0045226","extracellular polysaccharide biosynthetic process","biological_process"
"8544","GO:0045234","protein palmitoleylation","biological_process"
"8545","GO:0045236","CXCR chemokine receptor binding","molecular_function"
"8546","GO:0045239","tricarboxylic acid cycle enzyme complex","cellular_component"
"8547","GO:0045252","oxoglutarate dehydrogenase complex","cellular_component"
"8548","GO:0045254","pyruvate dehydrogenase complex","cellular_component"
"8549","GO:0045259","proton-transporting ATP synthase complex","cellular_component"
"8550","GO:0045261","proton-transporting ATP synthase complex, catalytic core F(1)","cellular_component"
"8551","GO:0045263","proton-transporting ATP synthase complex, coupling factor F(o)","cellular_component"
"8552","GO:0045271","respiratory chain complex I","cellular_component"
"8553","GO:0045273","respiratory chain complex II","cellular_component"
"8554","GO:0045277","respiratory chain complex IV","cellular_component"
"8555","GO:0045281","succinate dehydrogenase complex","cellular_component"
"8556","GO:0045292","mRNA cis splicing, via spliceosome","biological_process"
"8557","GO:0045294","alpha-catenin binding","molecular_function"
"8558","GO:0045295","gamma-catenin binding","molecular_function"
"8559","GO:0045296","cadherin binding","molecular_function"
"8560","GO:0045298","tubulin complex","cellular_component"
"8561","GO:0045299","otolith mineralization","biological_process"
"8562","GO:0045309","protein phosphorylated amino acid binding","molecular_function"
"8563","GO:0045322","unmethylated CpG binding","molecular_function"
"8564","GO:0045323","interleukin-1 receptor complex","cellular_component"
"8565","GO:0045324","late endosome to vacuole transport","biological_process"
"8566","GO:0045329","carnitine biosynthetic process","biological_process"
"8567","GO:0045332","phospholipid translocation","biological_process"
"8568","GO:0045333","cellular respiration","biological_process"
"8569","GO:0045334","clathrin-coated endocytic vesicle","cellular_component"
"8570","GO:0045335","phagocytic vesicle","cellular_component"
"8571","GO:0045337","farnesyl diphosphate biosynthetic process","biological_process"
"8572","GO:0045342","MHC class II biosynthetic process","biological_process"
"8573","GO:0045343","regulation of MHC class I biosynthetic process","biological_process"
"8574","GO:0045345","positive regulation of MHC class I biosynthetic process","biological_process"
"8575","GO:0045347","negative regulation of MHC class II biosynthetic process","biological_process"
"8577","GO:0045351","type I interferon biosynthetic process","biological_process"
"8578","GO:0045352","interleukin-1 Type I receptor antagonist activity","molecular_function"
"8579","GO:0045353","interleukin-1 Type II receptor antagonist activity","molecular_function"
"8580","GO:0045356","positive regulation of interferon-alpha biosynthetic process","biological_process"
"8581","GO:0045358","negative regulation of interferon-beta biosynthetic process","biological_process"
"8583","GO:0045368","positive regulation of interleukin-13 biosynthetic process","biological_process"
"8584","GO:0045401","positive regulation of interleukin-3 biosynthetic process","biological_process"
"8585","GO:0045403","negative regulation of interleukin-4 biosynthetic process","biological_process"
"8586","GO:0045404","positive regulation of interleukin-4 biosynthetic process","biological_process"
"8587","GO:0045407","positive regulation of interleukin-5 biosynthetic process","biological_process"
"8588","GO:0045408","regulation of interleukin-6 biosynthetic process","biological_process"
"8589","GO:0045409","negative regulation of interleukin-6 biosynthetic process","biological_process"
"8590","GO:0045410","positive regulation of interleukin-6 biosynthetic process","biological_process"
"8591","GO:0045414","regulation of interleukin-8 biosynthetic process","biological_process"
"8592","GO:0045415","negative regulation of interleukin-8 biosynthetic process","biological_process"
"8594","GO:0045423","regulation of granulocyte macrophage colony-stimulating factor biosynthetic process","biological_process"
"8595","GO:0045425","positive regulation of granulocyte macrophage colony-stimulating factor biosynthetic process","biological_process"
"8596","GO:0045428","regulation of nitric oxide biosynthetic process","biological_process"
"8598","GO:0045444","fat cell differentiation","biological_process"
"8599","GO:0045445","myoblast differentiation","biological_process"
"8600","GO:0045446","endothelial cell differentiation","biological_process"
"8601","GO:0045453","bone resorption","biological_process"
"8602","GO:0045454","cell redox homeostasis","biological_process"
"8603","GO:0045471","response to ethanol","biological_process"
"8604","GO:0045475","locomotor rhythm","biological_process"
"8605","GO:0045494","photoreceptor cell maintenance","biological_process"
"8606","GO:0045499","chemorepellent activity","molecular_function"
"8607","GO:0045502","dynein binding","molecular_function"
"8608","GO:0045504","dynein heavy chain binding","molecular_function"
"8609","GO:0045505","dynein intermediate chain binding","molecular_function"
"8610","GO:0045509","interleukin-27 receptor activity","molecular_function"
"8611","GO:0045513","interleukin-27 binding","molecular_function"
"8612","GO:0045517","interleukin-20 receptor binding","molecular_function"
"8613","GO:0045518","interleukin-22 receptor binding","molecular_function"
"8614","GO:0045519","interleukin-23 receptor binding","molecular_function"
"8615","GO:0045523","interleukin-27 receptor binding","molecular_function"
"8616","GO:0045540","regulation of cholesterol biosynthetic process","biological_process"
"8617","GO:0045541","negative regulation of cholesterol biosynthetic process","biological_process"
"8618","GO:0045542","positive regulation of cholesterol biosynthetic process","biological_process"
"8619","GO:0045545","syndecan binding","molecular_function"
"8620","GO:0045556","positive regulation of TRAIL biosynthetic process","biological_process"
"8621","GO:0045569","TRAIL binding","molecular_function"
"8622","GO:0045576","mast cell activation","biological_process"
"8623","GO:0045577","regulation of B cell differentiation","biological_process"
"8624","GO:0045578","negative regulation of B cell differentiation","biological_process"
"8625","GO:0045579","positive regulation of B cell differentiation","biological_process"
"8626","GO:0045580","regulation of T cell differentiation","biological_process"
"8627","GO:0045581","negative regulation of T cell differentiation","biological_process"
"8628","GO:0045582","positive regulation of T cell differentiation","biological_process"
"8629","GO:0045585","positive regulation of cytotoxic T cell differentiation","biological_process"
"8630","GO:0045586","regulation of gamma-delta T cell differentiation","biological_process"
"8631","GO:0045588","positive regulation of gamma-delta T cell differentiation","biological_process"
"8632","GO:0045590","negative regulation of regulatory T cell differentiation","biological_process"
"8633","GO:0045591","positive regulation of regulatory T cell differentiation","biological_process"
"8634","GO:0045595","regulation of cell differentiation","biological_process"
"8638","GO:0045599","negative regulation of fat cell differentiation","biological_process"
"8639","GO:0045600","positive regulation of fat cell differentiation","biological_process"
"8640","GO:0045602","negative regulation of endothelial cell differentiation","biological_process"
"8641","GO:0045603","positive regulation of endothelial cell differentiation","biological_process"
"8642","GO:0045604","regulation of epidermal cell differentiation","biological_process"
"8643","GO:0045605","negative regulation of epidermal cell differentiation","biological_process"
"8644","GO:0045606","positive regulation of epidermal cell differentiation","biological_process"
"8645","GO:0045607","regulation of auditory receptor cell differentiation","biological_process"
"8647","GO:0045609","positive regulation of auditory receptor cell differentiation","biological_process"
"8648","GO:0045616","regulation of keratinocyte differentiation","biological_process"
"8649","GO:0045617","negative regulation of keratinocyte differentiation","biological_process"
"8650","GO:0045618","positive regulation of keratinocyte differentiation","biological_process"
"8651","GO:0045619","regulation of lymphocyte differentiation","biological_process"
"8652","GO:0045620","negative regulation of lymphocyte differentiation","biological_process"
"8653","GO:0045621","positive regulation of lymphocyte differentiation","biological_process"
"8654","GO:0045624","positive regulation of T-helper cell differentiation","biological_process"
"8655","GO:0045625","regulation of T-helper 1 cell differentiation","biological_process"
"8656","GO:0045626","negative regulation of T-helper 1 cell differentiation","biological_process"
"8658","GO:0045629","negative regulation of T-helper 2 cell differentiation","biological_process"
"8659","GO:0045630","positive regulation of T-helper 2 cell differentiation","biological_process"
"8660","GO:0045634","regulation of melanocyte differentiation","biological_process"
"8661","GO:0045636","positive regulation of melanocyte differentiation","biological_process"
"8662","GO:0045637","regulation of myeloid cell differentiation","biological_process"
"8664","GO:0045639","positive regulation of myeloid cell differentiation","biological_process"
"8665","GO:0045646","regulation of erythrocyte differentiation","biological_process"
"8666","GO:0045647","negative regulation of erythrocyte differentiation","biological_process"
"8667","GO:0045648","positive regulation of erythrocyte differentiation","biological_process"
"8668","GO:0045650","negative regulation of macrophage differentiation","biological_process"
"8669","GO:0045651","positive regulation of macrophage differentiation","biological_process"
"8670","GO:0045652","regulation of megakaryocyte differentiation","biological_process"
"8671","GO:0045653","negative regulation of megakaryocyte differentiation","biological_process"
"8672","GO:0045654","positive regulation of megakaryocyte differentiation","biological_process"
"8673","GO:0045656","negative regulation of monocyte differentiation","biological_process"
"8674","GO:0045657","positive regulation of monocyte differentiation","biological_process"
"8675","GO:0045659","negative regulation of neutrophil differentiation","biological_process"
"8676","GO:0045660","positive regulation of neutrophil differentiation","biological_process"
"8677","GO:0045661","regulation of myoblast differentiation","biological_process"
"8678","GO:0045662","negative regulation of myoblast differentiation","biological_process"
"8679","GO:0045663","positive regulation of myoblast differentiation","biological_process"
"8680","GO:0045664","regulation of neuron differentiation","biological_process"
"8682","GO:0045666","positive regulation of neuron differentiation","biological_process"
"8683","GO:0045667","regulation of osteoblast differentiation","biological_process"
"8684","GO:0045668","negative regulation of osteoblast differentiation","biological_process"
"8685","GO:0045669","positive regulation of osteoblast differentiation","biological_process"
"8686","GO:0045670","regulation of osteoclast differentiation","biological_process"
"8687","GO:0045671","negative regulation of osteoclast differentiation","biological_process"
"8688","GO:0045672","positive regulation of osteoclast differentiation","biological_process"
"8689","GO:0045682","regulation of epidermis development","biological_process"
"8690","GO:0045684","positive regulation of epidermis development","biological_process"
"8691","GO:0045685","regulation of glial cell differentiation","biological_process"
"8692","GO:0045686","negative regulation of glial cell differentiation","biological_process"
"8693","GO:0045687","positive regulation of glial cell differentiation","biological_process"
"8694","GO:0045713","low-density lipoprotein particle receptor biosynthetic process","biological_process"
"8695","GO:0045714","regulation of low-density lipoprotein particle receptor biosynthetic process","biological_process"
"8696","GO:0045715","negative regulation of low-density lipoprotein particle receptor biosynthetic process","biological_process"
"8697","GO:0045716","positive regulation of low-density lipoprotein particle receptor biosynthetic process","biological_process"
"8698","GO:0045717","negative regulation of fatty acid biosynthetic process","biological_process"
"8699","GO:0045719","negative regulation of glycogen biosynthetic process","biological_process"
"8700","GO:0045721","negative regulation of gluconeogenesis","biological_process"
"8701","GO:0045722","positive regulation of gluconeogenesis","biological_process"
"8702","GO:0045723","positive regulation of fatty acid biosynthetic process","biological_process"
"8703","GO:0045724","positive regulation of cilium assembly","biological_process"
"8704","GO:0045725","positive regulation of glycogen biosynthetic process","biological_process"
"8705","GO:0045726","positive regulation of integrin biosynthetic process","biological_process"
"8706","GO:0045727","positive regulation of translation","biological_process"
"8707","GO:0045728","respiratory burst after phagocytosis","biological_process"
"8709","GO:0045732","positive regulation of protein catabolic process","biological_process"
"8710","GO:0045735","nutrient reservoir activity","molecular_function"
"8711","GO:0045736","negative regulation of cyclin-dependent protein serine/threonine kinase activity","biological_process"
"8712","GO:0045737","positive regulation of cyclin-dependent protein serine/threonine kinase activity","biological_process"
"8713","GO:0045738","negative regulation of DNA repair","biological_process"
"8714","GO:0045739","positive regulation of DNA repair","biological_process"
"8715","GO:0045740","positive regulation of DNA replication","biological_process"
"8716","GO:0045741","positive regulation of epidermal growth factor-activated receptor activity","biological_process"
"8717","GO:0045742","positive regulation of epidermal growth factor receptor signaling pathway","biological_process"
"8718","GO:0045743","positive regulation of fibroblast growth factor receptor signaling pathway","biological_process"
"8719","GO:0045744","negative regulation of G-protein coupled receptor protein signaling pathway","biological_process"
"8720","GO:0045745","positive regulation of G-protein coupled receptor protein signaling pathway","biological_process"
"8723","GO:0045751","negative regulation of Toll signaling pathway","biological_process"
"8724","GO:0045759","negative regulation of action potential","biological_process"
"8725","GO:0045760","positive regulation of action potential","biological_process"
"8726","GO:0045761","regulation of adenylate cyclase activity","biological_process"
"8727","GO:0045762","positive regulation of adenylate cyclase activity","biological_process"
"8728","GO:0045765","regulation of angiogenesis","biological_process"
"8729","GO:0045766","positive regulation of angiogenesis","biological_process"
"8730","GO:0045769","negative regulation of asymmetric cell division","biological_process"
"8731","GO:0045773","positive regulation of axon extension","biological_process"
"8732","GO:0045776","negative regulation of blood pressure","biological_process"
"8733","GO:0045777","positive regulation of blood pressure","biological_process"
"8734","GO:0045778","positive regulation of ossification","biological_process"
"8735","GO:0045779","negative regulation of bone resorption","biological_process"
"8736","GO:0045780","positive regulation of bone resorption","biological_process"
"8737","GO:0045785","positive regulation of cell adhesion","biological_process"
"8738","GO:0045786","negative regulation of cell cycle","biological_process"
"8739","GO:0045787","positive regulation of cell cycle","biological_process"
"8740","GO:0045792","negative regulation of cell size","biological_process"
"8741","GO:0045793","positive regulation of cell size","biological_process"
"8742","GO:0045794","negative regulation of cell volume","biological_process"
"8743","GO:0045796","negative regulation of intestinal cholesterol absorption","biological_process"
"8744","GO:0045799","positive regulation of chromatin assembly or disassembly","biological_process"
"8745","GO:0045806","negative regulation of endocytosis","biological_process"
"8746","GO:0045807","positive regulation of endocytosis","biological_process"
"8747","GO:0045814","negative regulation of gene expression, epigenetic","biological_process"
"8748","GO:0045815","positive regulation of gene expression, epigenetic","biological_process"
"8749","GO:0045818","negative regulation of glycogen catabolic process","biological_process"
"8750","GO:0045819","positive regulation of glycogen catabolic process","biological_process"
"8751","GO:0045820","negative regulation of glycolytic process","biological_process"
"8752","GO:0045821","positive regulation of glycolytic process","biological_process"
"8753","GO:0045822","negative regulation of heart contraction","biological_process"
"8754","GO:0045823","positive regulation of heart contraction","biological_process"
"8755","GO:0045824","negative regulation of innate immune response","biological_process"
"8757","GO:0045833","negative regulation of lipid metabolic process","biological_process"
"8758","GO:0045835","negative regulation of meiosis","biological_process"
"8759","GO:0045836","positive regulation of meiosis","biological_process"
"8760","GO:0045837","negative regulation of membrane potential","biological_process"
"8761","GO:0045839","negative regulation of mitosis","biological_process"
"8762","GO:0045840","positive regulation of mitosis","biological_process"
"8763","GO:0045842","positive regulation of mitotic metaphase/anaphase transition","biological_process"
"8764","GO:0045843","negative regulation of striated muscle tissue development","biological_process"
"8765","GO:0045844","positive regulation of striated muscle tissue development","biological_process"
"8766","GO:0045851","pH reduction","biological_process"
"8767","GO:0045859","regulation of protein kinase activity","biological_process"
"8768","GO:0045860","positive regulation of protein kinase activity","biological_process"
"8769","GO:0045861","negative regulation of proteolysis","biological_process"
"8770","GO:0045862","positive regulation of proteolysis","biological_process"
"8771","GO:0045869","negative regulation of single stranded viral RNA replication via double stranded DNA intermediate","biological_process"
"8772","GO:0045870","positive regulation of single stranded viral RNA replication via double stranded DNA intermediate","biological_process"
"8773","GO:0045872","positive regulation of rhodopsin gene expression","biological_process"
"8774","GO:0045875","negative regulation of sister chromatid cohesion","biological_process"
"8775","GO:0045879","negative regulation of smoothened signaling pathway","biological_process"
"8779","GO:0045898","regulation of RNA polymerase II transcriptional preinitiation complex assembly","biological_process"
"8780","GO:0045899","positive regulation of RNA polymerase II transcriptional preinitiation complex assembly","biological_process"
"8781","GO:0045900","negative regulation of translational elongation","biological_process"
"8782","GO:0045901","positive regulation of translational elongation","biological_process"
"8783","GO:0045905","positive regulation of translational termination","biological_process"
"8784","GO:0045906","negative regulation of vasoconstriction","biological_process"
"8785","GO:0045907","positive regulation of vasoconstriction","biological_process"
"8786","GO:0045908","negative regulation of vasodilation","biological_process"
"8787","GO:0045909","positive regulation of vasodilation","biological_process"
"8788","GO:0045910","negative regulation of DNA recombination","biological_process"
"8789","GO:0045916","negative regulation of complement activation","biological_process"
"8790","GO:0045917","positive regulation of complement activation","biological_process"
"8791","GO:0045918","negative regulation of cytolysis","biological_process"
"8792","GO:0045919","positive regulation of cytolysis","biological_process"
"8793","GO:0045920","negative regulation of exocytosis","biological_process"
"8794","GO:0045921","positive regulation of exocytosis","biological_process"
"8795","GO:0045923","positive regulation of fatty acid metabolic process","biological_process"
"8796","GO:0045924","regulation of female receptivity","biological_process"
"8797","GO:0045925","positive regulation of female receptivity","biological_process"
"8798","GO:0045926","negative regulation of growth","biological_process"
"8799","GO:0045927","positive regulation of growth","biological_process"
"8800","GO:0045930","negative regulation of mitotic cell cycle","biological_process"
"8801","GO:0045931","positive regulation of mitotic cell cycle","biological_process"
"8802","GO:0045932","negative regulation of muscle contraction","biological_process"
"8803","GO:0045940","positive regulation of steroid metabolic process","biological_process"
"8804","GO:0045943","positive regulation of transcription from RNA polymerase I promoter","biological_process"
"8806","GO:0045945","positive regulation of transcription from RNA polymerase III promoter","biological_process"
"8807","GO:0045947","negative regulation of translational initiation","biological_process"
"8808","GO:0045948","positive regulation of translational initiation","biological_process"
"8809","GO:0045950","negative regulation of mitotic recombination","biological_process"
"8810","GO:0045953","negative regulation of natural killer cell mediated cytotoxicity","biological_process"
"8812","GO:0045955","negative regulation of calcium ion-dependent exocytosis","biological_process"
"8813","GO:0045956","positive regulation of calcium ion-dependent exocytosis","biological_process"
"8814","GO:0045959","negative regulation of complement activation, classical pathway","biological_process"
"8815","GO:0045964","positive regulation of dopamine metabolic process","biological_process"
"8817","GO:0045980","negative regulation of nucleotide metabolic process","biological_process"
"8818","GO:0045986","negative regulation of smooth muscle contraction","biological_process"
"8819","GO:0045987","positive regulation of smooth muscle contraction","biological_process"
"8820","GO:0045988","negative regulation of striated muscle contraction","biological_process"
"8821","GO:0045989","positive regulation of striated muscle contraction","biological_process"
"8822","GO:0045994","positive regulation of translational initiation by iron","biological_process"
"8823","GO:0045995","regulation of embryonic development","biological_process"
"8824","GO:0046006","regulation of activated T cell proliferation","biological_process"
"8825","GO:0046007","negative regulation of activated T cell proliferation","biological_process"
"8826","GO:0046010","positive regulation of circadian sleep/wake cycle, non-REM sleep","biological_process"
"8827","GO:0046013","regulation of T cell homeostatic proliferation","biological_process"
"8828","GO:0046014","negative regulation of T cell homeostatic proliferation","biological_process"
"8829","GO:0046015","regulation of transcription by glucose","biological_process"
"8830","GO:0046022","positive regulation of transcription from RNA polymerase II promoter during mitosis","biological_process"
"8831","GO:0046030","inositol trisphosphate phosphatase activity","molecular_function"
"8832","GO:0046031","ADP metabolic process","biological_process"
"8833","GO:0046032","ADP catabolic process","biological_process"
"8834","GO:0046033","AMP metabolic process","biological_process"
"8835","GO:0046034","ATP metabolic process","biological_process"
"8836","GO:0046037","GMP metabolic process","biological_process"
"8837","GO:0046038","GMP catabolic process","biological_process"
"8838","GO:0046039","GTP metabolic process","biological_process"
"8839","GO:0046040","IMP metabolic process","biological_process"
"8840","GO:0046041","ITP metabolic process","biological_process"
"8841","GO:0046051","UTP metabolic process","biological_process"
"8842","GO:0046057","dADP catabolic process","biological_process"
"8843","GO:0046058","cAMP metabolic process","biological_process"
"8844","GO:0046061","dATP catabolic process","biological_process"
"8845","GO:0046067","dGDP catabolic process","biological_process"
"8846","GO:0046068","cGMP metabolic process","biological_process"
"8847","GO:0046069","cGMP catabolic process","biological_process"
"8848","GO:0046070","dGTP metabolic process","biological_process"
"8849","GO:0046079","dUMP catabolic process","biological_process"
"8850","GO:0046080","dUTP metabolic process","biological_process"
"8851","GO:0046085","adenosine metabolic process","biological_process"
"8852","GO:0046086","adenosine biosynthetic process","biological_process"
"8853","GO:0046100","hypoxanthine metabolic process","biological_process"
"8854","GO:0046101","hypoxanthine biosynthetic process","biological_process"
"8855","GO:0046103","inosine biosynthetic process","biological_process"
"8856","GO:0046108","uridine metabolic process","biological_process"
"8857","GO:0046111","xanthine biosynthetic process","biological_process"
"8858","GO:0046121","deoxyribonucleoside catabolic process","biological_process"
"8859","GO:0046122","purine deoxyribonucleoside metabolic process","biological_process"
"8860","GO:0046130","purine ribonucleoside catabolic process","biological_process"
"8861","GO:0046146","tetrahydrobiopterin metabolic process","biological_process"
"8862","GO:0046148","pigment biosynthetic process","biological_process"
"8863","GO:0046164","alcohol catabolic process","biological_process"
"8864","GO:0046166","glyceraldehyde-3-phosphate biosynthetic process","biological_process"
"8865","GO:0046168","glycerol-3-phosphate catabolic process","biological_process"
"8866","GO:0046185","aldehyde catabolic process","biological_process"
"8867","GO:0046203","spermidine catabolic process","biological_process"
"8868","GO:0046204","nor-spermidine metabolic process","biological_process"
"8869","GO:0046208","spermine catabolic process","biological_process"
"8870","GO:0046209","nitric oxide metabolic process","biological_process"
"8871","GO:0046272","stilbene catabolic process","biological_process"
"8872","GO:0046293","formaldehyde biosynthetic process","biological_process"
"8873","GO:0046294","formaldehyde catabolic process","biological_process"
"8874","GO:0046295","glycolate biosynthetic process","biological_process"
"8875","GO:0046314","phosphocreatine biosynthetic process","biological_process"
"8876","GO:0046320","regulation of fatty acid oxidation","biological_process"
"8877","GO:0046321","positive regulation of fatty acid oxidation","biological_process"
"8878","GO:0046322","negative regulation of fatty acid oxidation","biological_process"
"8879","GO:0046323","glucose import","biological_process"
"8880","GO:0046324","regulation of glucose import","biological_process"
"8881","GO:0046325","negative regulation of glucose import","biological_process"
"8882","GO:0046326","positive regulation of glucose import","biological_process"
"8883","GO:0046327","glycerol biosynthetic process from pyruvate","biological_process"
"8884","GO:0046328","regulation of JNK cascade","biological_process"
"8885","GO:0046329","negative regulation of JNK cascade","biological_process"
"8888","GO:0046332","SMAD binding","molecular_function"
"8889","GO:0046338","phosphatidylethanolamine catabolic process","biological_process"
"8890","GO:0046339","diacylglycerol metabolic process","biological_process"
"8891","GO:0046340","diacylglycerol catabolic process","biological_process"
"8892","GO:0046355","mannan catabolic process","biological_process"
"8893","GO:0046356","acetyl-CoA catabolic process","biological_process"
"8894","GO:0046360","2-oxobutyrate biosynthetic process","biological_process"
"8895","GO:0046368","GDP-L-fucose metabolic process","biological_process"
"8896","GO:0046370","fructose biosynthetic process","biological_process"
"8897","GO:0046373","L-arabinose metabolic process","biological_process"
"8898","GO:0046380","N-acetylneuraminate biosynthetic process","biological_process"
"8899","GO:0046381","CMP-N-acetylneuraminate metabolic process","biological_process"
"8900","GO:0046386","deoxyribose phosphate catabolic process","biological_process"
"8901","GO:0046390","ribose phosphate biosynthetic process","biological_process"
"8902","GO:0046395","carboxylic acid catabolic process","biological_process"
"8903","GO:0046398","UDP-glucuronate metabolic process","biological_process"
"8904","GO:0046403","polynucleotide 3'-phosphatase activity","molecular_function"
"8905","GO:0046404","ATP-dependent polydeoxyribonucleotide 5'-hydroxyl-kinase activity","molecular_function"
"8906","GO:0046415","urate metabolic process","biological_process"
"8907","GO:0046417","chorismate metabolic process","biological_process"
"8908","GO:0046425","regulation of JAK-STAT cascade","biological_process"
"8909","GO:0046426","negative regulation of JAK-STAT cascade","biological_process"
"8911","GO:0046434","organophosphate catabolic process","biological_process"
"8912","GO:0046439","L-cysteine metabolic process","biological_process"
"8913","GO:0046449","creatinine metabolic process","biological_process"
"8914","GO:0046456","icosanoid biosynthetic process","biological_process"
"8915","GO:0046459","short-chain fatty acid metabolic process","biological_process"
"8916","GO:0046464","acylglycerol catabolic process","biological_process"
"8917","GO:0046466","membrane lipid catabolic process","biological_process"
"8918","GO:0046470","phosphatidylcholine metabolic process","biological_process"
"8919","GO:0046474","glycerophospholipid biosynthetic process","biological_process"
"8920","GO:0046475","glycerophospholipid catabolic process","biological_process"
"8921","GO:0046477","glycosylceramide catabolic process","biological_process"
"8922","GO:0046483","heterocycle metabolic process","biological_process"
"8923","GO:0046485","ether lipid metabolic process","biological_process"
"8924","GO:0046487","glyoxylate metabolic process","biological_process"
"8925","GO:0046488","phosphatidylinositol metabolic process","biological_process"
"8926","GO:0046491","L-methylmalonyl-CoA metabolic process","biological_process"
"8927","GO:0046496","nicotinamide nucleotide metabolic process","biological_process"
"8928","GO:0046500","S-adenosylmethionine metabolic process","biological_process"
"8929","GO:0046501","protoporphyrinogen IX metabolic process","biological_process"
"8930","GO:0046511","sphinganine biosynthetic process","biological_process"
"8931","GO:0046512","sphingosine biosynthetic process","biological_process"
"8932","GO:0046513","ceramide biosynthetic process","biological_process"
"8933","GO:0046514","ceramide catabolic process","biological_process"
"8934","GO:0046520","sphingoid biosynthetic process","biological_process"
"8935","GO:0046523","S-methyl-5-thioribose-1-phosphate isomerase activity","molecular_function"
"8936","GO:0046525","xylosylprotein 4-beta-galactosyltransferase activity","molecular_function"
"8938","GO:0046533","negative regulation of photoreceptor cell differentiation","biological_process"
"8939","GO:0046539","histamine N-methyltransferase activity","molecular_function"
"8940","GO:0046540","U4/U6 x U5 tri-snRNP complex","cellular_component"
"8941","GO:0046541","saliva secretion","biological_process"
"8942","GO:0046543","development of secondary female sexual characteristics","biological_process"
"8943","GO:0046544","development of secondary male sexual characteristics","biological_process"
"8944","GO:0046545","development of primary female sexual characteristics","biological_process"
"8945","GO:0046546","development of primary male sexual characteristics","biological_process"
"8946","GO:0046548","retinal rod cell development","biological_process"
"8947","GO:0046549","retinal cone cell development","biological_process"
"8948","GO:0046556","alpha-L-arabinofuranosidase activity","molecular_function"
"8949","GO:0046570","methylthioribulose 1-phosphate dehydratase activity","molecular_function"
"8950","GO:0046577","long-chain-alcohol oxidase activity","molecular_function"
"8951","GO:0046578","regulation of Ras protein signal transduction","biological_process"
"8952","GO:0046579","positive regulation of Ras protein signal transduction","biological_process"
"8953","GO:0046580","negative regulation of Ras protein signal transduction","biological_process"
"8954","GO:0046581","intercellular canaliculus","cellular_component"
"8955","GO:0046582","Rap GTPase activator activity","molecular_function"
"8956","GO:0046587","positive regulation of calcium-dependent cell-cell adhesion","biological_process"
"8957","GO:0046592","polyamine oxidase activity","molecular_function"
"8958","GO:0046596","regulation of viral entry into host cell","biological_process"
"8959","GO:0046597","negative regulation of viral entry into host cell","biological_process"
"8960","GO:0046598","positive regulation of viral entry into host cell","biological_process"
"8961","GO:0046599","regulation of centriole replication","biological_process"
"8962","GO:0046600","negative regulation of centriole replication","biological_process"
"8963","GO:0046601","positive regulation of centriole replication","biological_process"
"8964","GO:0046602","regulation of mitotic centrosome separation","biological_process"
"8965","GO:0046604","positive regulation of mitotic centrosome separation","biological_process"
"8966","GO:0046605","regulation of centrosome cycle","biological_process"
"8967","GO:0046618","drug export","biological_process"
"8968","GO:0046619","optic placode formation involved in camera-type eye formation","biological_process"
"8969","GO:0046620","regulation of organ growth","biological_process"
"8970","GO:0046621","negative regulation of organ growth","biological_process"
"8971","GO:0046622","positive regulation of organ growth","biological_process"
"8972","GO:0046624","sphingolipid transporter activity","molecular_function"
"8973","GO:0046625","sphingolipid binding","molecular_function"
"8974","GO:0046626","regulation of insulin receptor signaling pathway","biological_process"
"8975","GO:0046627","negative regulation of insulin receptor signaling pathway","biological_process"
"8976","GO:0046628","positive regulation of insulin receptor signaling pathway","biological_process"
"8977","GO:0046629","gamma-delta T cell activation","biological_process"
"8978","GO:0046631","alpha-beta T cell activation","biological_process"
"8979","GO:0046632","alpha-beta T cell differentiation","biological_process"
"8980","GO:0046633","alpha-beta T cell proliferation","biological_process"
"8981","GO:0046636","negative regulation of alpha-beta T cell activation","biological_process"
"8982","GO:0046638","positive regulation of alpha-beta T cell differentiation","biological_process"
"8983","GO:0046639","negative regulation of alpha-beta T cell differentiation","biological_process"
"8985","GO:0046642","negative regulation of alpha-beta T cell proliferation","biological_process"
"8986","GO:0046645","positive regulation of gamma-delta T cell activation","biological_process"
"8987","GO:0046649","lymphocyte activation","biological_process"
"8988","GO:0046651","lymphocyte proliferation","biological_process"
"8989","GO:0046653","tetrahydrofolate metabolic process","biological_process"
"8990","GO:0046654","tetrahydrofolate biosynthetic process","biological_process"
"8991","GO:0046655","folic acid metabolic process","biological_process"
"8992","GO:0046658","anchored component of plasma membrane","cellular_component"
"8993","GO:0046660","female sex differentiation","biological_process"
"8994","GO:0046661","male sex differentiation","biological_process"
